flow_duration,header_length,protocol_type,duration,rate,srate,drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,http,https,dns,telnet,smtp,ssh,irc,tcp,udp,dhcp,arp,icmp,ipv,llc,tot_sum,min,max,avg,std,tot_size,iat,number,radius,covariance,variance,weight,label,magnitude
0.0,55,TCP,65.91,0,0,0.0,True,False,True,False,False,False,False,0.99,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,576.6,54.0,63.6,54.553883,2.2353642,55.6,83343810.0,9.5,3.1733925,84.06309,0.06,141.55,DDoS,10.443861
0.0,54,TCP,64.0,10,10,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,82985340.0,9.5,0.0,0.0,0.0,141.55,DoS,10.392304
0.0,54,TCP,64.0,15,15,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83067530.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
5.5578523,89,TCP,64.0,0,0,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83064136.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
3.643878,115825,CBT,83.1,72,72,0.0,False,False,False,False,True,False,False,0.0,1.8,0,14,117,False,True,False,False,False,False,False,True,False,False,False,False,True,True,8067.0,1254.0,1514.0,1486.5555,79.85506,1384.0,0.00021049977,5.5,112.932106,31901.357,0.2,38.5,Recon,54.516644
2.981841,130,TCP,64.0,0,0,0.0,False,True,False,False,False,False,False,0.0,2.29,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,598.68,54.0,85.68,56.21406,8.020733,56.88,83361050.0,9.5,11.364827,592.8318,0.11,141.55,DDoS,10.588556
0.002360251,55,TCP,63.78,10,10,0.0,False,True,False,False,False,False,False,0.0,1.02,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.4,54.0,54.4,54.020527,0.088248365,54.2,83089864.0,9.5,0.12631579,0.39889196,0.02,141.55,DDoS,10.3943205
0.0,0,GRE,64.0,16,16,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6216.0,592.0,592.0,592.0,0.0,592.0,83698530.0,9.5,0.0,0.0,0.0,141.55,Mirai,34.4093
0.0,0,ICMP,64.0,9,9,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83149624.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,54,TCP,64.0,2,2,0.0,True,False,True,False,False,False,False,1.0,0.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83343784.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,0,ICMP,64.0,17,17,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83483210.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.18518946,30742,CHAOS,63.36,4513,4513,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,525.2,50.0,50.2,50.01026,0.044124182,50.1,83097840.0,9.5,0.06315789,0.09972299,0.02,141.55,DDoS,10.00105
23.506098,111,CHAOS,63.6,0,0,0.0,False,False,False,False,False,False,False,0.04,0.06,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,507.81,42.0,102.09,47.84911,16.53782,46.47,83007570.0,9.5,23.417665,1855.719,0.16,141.55,DoS,9.694791
0.0,0,ICMP,65.91,2,2,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83128120.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.17157881,29947,UDP,64.0,3615,3615,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,525.0,50.0,50.0,50.0,0.0,50.0,83015920.0,9.5,0.0,0.0,0.0,141.55,DoS,10.0
0.0,0,ICMP,64.0,4,4,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83149336.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,54,TCP,64.0,5,5,0.0,False,False,False,True,True,False,False,0.0,0.0,0,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83330980.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0019549585,55,TCP,64.58,10,10,0.0,True,False,True,False,False,False,False,0.99,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,572.76,54.0,59.76,54.545185,1.6389253,54.36,83344210.0,9.5,2.3205152,17.421036,0.16,141.55,DDoS,10.443901
2.2999334,1132520,UDP,64.0,882,882,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,5817.0,554.0,554.0,554.0,0.0,554.0,83784580.0,9.5,0.0,0.0,0.0,141.55,Mirai,33.286633
0.0,54,TCP,64.0,3,3,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,82972410.0,9.5,0.0,0.0,0.0,141.55,DoS,10.392304
0.5513826,86,TCP,64.0,2,2,0.0,False,True,False,False,False,False,False,0.0,1.61,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83361250.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,0,IDRP,61.44,1173,1173,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5892.88,526.2,578.0,566.81757,21.010447,557.28,83574160.0,9.5,29.769537,4484.6753,0.1,141.55,Mirai,33.650406
0.0,0,ICMP,64.0,6,6,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83483270.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,0,ICMP,64.0,1,1,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83124890.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,0,ICMP,64.0,68,68,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83150340.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
27.370552,864,TCP,47.4,15,15,0.0,False,True,False,False,False,False,False,0.0,0.9,0,3,8,False,False,False,False,False,False,False,True,False,False,False,False,True,True,878.6,54.0,58.0,56.642456,1.8774673,57.6,166846820.0,13.5,2.645008,3.5046,1.0,244.6,Recon,10.6448965
0.03014764,44,IDRP,64.0,3,3,0.0,False,False,False,False,False,False,False,0.03,0.01,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6035.0,502.58,736.0,578.6763,68.06211,579.04,83677224.0,9.5,96.35445,26543.363,0.18,141.55,Mirai,33.986233
0.029321162,97,TCP,64.0,54,54,0.0,False,False,True,False,False,False,False,0.0,0.0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,570.96,54.0,57.96,54.276756,1.0025916,54.36,83314860.0,9.5,1.4206034,9.262997,0.11,141.55,DDoS,10.418708
0.0,0,ICMP,64.0,13,13,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83128170.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0015488792,1,RSVP,64.0,1,1,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6019.36,528.36,578.0,575.20734,11.425029,568.0,83650824.0,9.5,16.233118,1319.8068,0.1,141.55,Mirai,33.916046
0.0,54,TCP,64.0,14,14,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83094390.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,0,ICMP,64.0,2,2,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83128500.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,0,ICMP,64.0,20,20,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83124660.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.006929238,65,TCP,64.0,60,60,0.0,False,False,False,True,True,False,False,0.0,0.0,0,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83314880.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,0,ICMP,64.0,5,5,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83127780.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
4.549235,106,ST,65.91,0,0,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,574.92,54.0,61.92,54.923004,2.4010744,54.44,82947320.0,9.5,3.3989623,33.956238,0.18,141.55,DoS,10.47848
0.046745136,19703,UDP,64.0,9558,9558,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,525.0,50.0,50.0,50.0,0.0,50.0,83098690.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.0
0.0080036875,60,TCP,67.64,4,4,0.0,False,False,False,False,False,False,False,0.0,0.03,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,588.68,54.0,67.64,55.21421,3.5704598,58.49,83033990.0,9.5,5.0704355,222.52199,0.06,141.55,DDoS,10.500214
0.0,54,TCP,64.0,3,3,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,82951256.0,9.5,0.0,0.0,0.0,141.55,DoS,10.392304
7.5978403,157,TCP,64.0,0,0,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,82951256.0,9.5,0.0,0.0,0.0,141.55,DoS,10.392304
0.0,54,TCP,64.0,62,62,0.0,False,False,False,True,True,False,False,0.0,0.0,0,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83331060.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,54,TCP,64.0,1,1,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83033400.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,54,TCP,64.0,24,24,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83090050.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,54,TCP,64.0,0,0,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83362056.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,0,ICMP,64.0,2036,2036,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83150120.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,54,TCP,64.0,599186,599186,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83361210.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.028493974,20596,UDP,64.64,14730,14730,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,578.58,50.0,103.58,57.325626,16.798704,52.82,83106960.0,9.5,23.7783,1593.6116,0.19,141.55,DDoS,10.596892
0.0,54,TCP,64.0,1,1,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83089970.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,0,ICMP,64.0,0,0,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83132070.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
16.435518,1549238,TCP,231.0,90,90,0.0,False,False,False,False,True,False,False,0.0,2.0,0,67,1482,False,True,False,False,False,False,False,True,False,False,False,False,True,True,363.0,66.0,66.0,66.0,0.0,66.0,0.00019109249,5.5,0.0,0.0,0.0,38.5,Benign,11.489125
0.0,54,TCP,64.0,2,2,0.0,False,False,False,True,True,False,False,0.0,0.0,0,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83330930.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,0,GRE,64.0,50942,50942,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6216.0,592.0,592.0,592.0,0.0,592.0,83677280.0,9.5,0.0,0.0,0.0,141.55,Mirai,34.4093
0.0,54,TCP,64.0,5,5,0.0,True,False,True,False,False,False,False,1.0,0.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83344520.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.048474487,9585,UDP,64.0,7889,7889,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,525.0,50.0,50.0,50.0,0.0,50.0,83123576.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.0
0.0,54,TCP,64.0,261,261,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,83067250.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.392304
0.0,54,TCP,64.0,36,36,0.0,False,True,False,False,False,False,False,0.0,1.0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,82981660.0,9.5,0.0,0.0,0.0,141.55,DoS,10.392304
0.070311666,27285,UDP,64.0,8589,8589,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,525.0,50.0,50.0,50.0,0.0,50.0,83098690.0,9.5,0.0,0.0,0.0,141.55,DDoS,10.0
0.0,0,ICMP,64.0,2,2,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83128770.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,0,ICMP,64.0,330,330,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83124776.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,0,ICMP,64.0,410,410,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83124824.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0,0,ICMP,64.0,11,11,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,441.0,42.0,42.0,42.0,0.0,42.0,83127976.0,9.5,0.0,0.0,0.0,141.55,DDoS,9.165152
0.0099787405,19,IDRP,65.91,10,10,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5923.5,470.66,572.82,556.72656,34.48769,564.84,83663544.0,9.5,47.66644,6182.9165,0.19,141.55,Mirai,33.273308
0.010850584,8496,UDP,64.0,17361,17361,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,527.4,50.0,52.4,50.160503,0.59639436,50.24,83106490.0,9.5,0.84524554,3.5984874,0.1,141.55,DDoS,10.015982
0.19390368,21115,XNET,78.64,308733,308733,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,563.59,50.0,75.66,52.53541,6.2994294,54.68,83106980.0,9.5,8.928253,382.6526,0.12,141.55,DDoS,10.2289295
0.0,54,TCP,64.0,102,102,0.0,False,False,False,False,False,False,False,0.0,0.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,567.0,54.0,54.0,54.0,0.0,54.0,82947530.0,9.5,0.0,0.0,0.0,141.55,DoS,10.392304
